Customer ID,Recency,Frequency,MonetaryValue,Cluster
13398.0,65,2,670.34,3
13399.0,337,3,275.4,2
13400.0,455,1,310.83,2
13402.0,244,3,913.9,0
13403.0,260,2,154.5,2
13404.0,85,1,217.81,2
13405.0,76,5,1198.81,0
13406.0,300,2,568.92,2
13407.0,451,3,2244.7,0
13408.0,1,81,38016.162000000004,1
13410.0,59,7,1743.94,0
13412.0,492,1,487.35,2
13413.0,512,6,429.44,0
13414.0,6,6,2494.14,3
13415.0,345,4,784.17,0
13416.0,609,1,228.3,2
13417.0,77,5,1264.66,0
13418.0,28,26,9511.17,1
13420.0,22,2,159.85,3
13421.0,162,7,3050.08,0
13423.0,301,1,217.03,2
13424.0,322,1,572.77,2
13425.0,41,4,2940.87,0
13426.0,55,17,6084.74,1
13427.0,87,4,638.4300000000001,0
13428.0,387,2,276.76,2
13431.0,279,6,2047.14,0
13432.0,444,2,439.1,2
13433.0,373,4,658.32,0
13434.0,258,3,1132.6200000000001,0
13435.0,61,3,1081.16,3
13437.0,2,3,2024.25,3
13438.0,419,1,46.5,2
13439.0,128,3,986.61,0
13440.0,296,7,1295.25,0
13441.0,304,1,424.26,2
13442.0,540,3,419.87,2
13443.0,321,6,1273.16,0
13444.0,247,2,619.08,2
13445.0,499,1,241.89999999999998,2
13446.0,302,11,3881.89,0
13448.0,91,11,6634.5,1
13450.0,34,10,3195.5,1
13451.0,83,9,5781.28,1
13452.0,132,3,729.8,0
13453.0,38,3,781.69,3
13454.0,514,1,219.87,2
13455.0,239,5,1847.5900000000001,0
13456.0,28,3,855.0600000000001,3
13457.0,561,2,148.22,2
13458.0,8,11,9668.14,1
13459.0,497,2,1160.41,0
13461.0,11,5,3599.2,3
13462.0,125,5,1153.8500000000001,0
13464.0,267,5,2422.96,0
13465.0,319,2,931.12,2
13466.0,56,5,1013.35,0
13468.0,6,60,11115.37,1
13469.0,526,1,82.4,2
13472.0,336,2,592.24,2
13473.0,205,7,2476.38,0
13474.0,109,3,646.59,0
13475.0,64,4,1431.78,0
13476.0,51,5,2061.4700000000003,0
13477.0,11,9,2264.14,1
13478.0,342,5,2215.78,0
13479.0,73,4,851.37,0
13480.0,289,2,627.82,2
13481.0,65,8,3005.27,0
13482.0,104,2,336.09,2
13484.0,113,3,790.72,0
13485.0,106,11,3019.2200000000003,0
13486.0,1,2,819.61,3
13487.0,85,4,680.27,0
13488.0,17,18,11191.67,1
13489.0,30,3,287.04,3
13490.0,527,1,154.25,2
13491.0,20,26,4340.29,1
13492.0,9,3,1269.84,3
13493.0,148,2,618.63,2
13494.0,184,1,316.26000000000005,2
13495.0,105,8,3890.87,0
13496.0,232,1,501.01,2
13497.0,155,6,1166.8300000000002,0
13498.0,603,1,327.38,2
13499.0,98,2,463.79,2
13500.0,274,1,299.53,2
13501.0,160,3,2885.11,0
13502.0,147,4,677.66,0
13503.0,352,5,1642.39,0
13505.0,39,3,2583.12,3
13506.0,189,5,1338.08,0
13507.0,18,1,1242.38,3
13508.0,116,2,287.05,2
13509.0,22,5,800.02,3
13510.0,56,8,3352.05,0
13511.0,549,1,282.76,2
13512.0,133,4,713.39,0
13513.0,313,2,619.49,2
13514.0,301,3,663.7,0
13515.0,21,4,710.26,3
13516.0,111,2,441.85,2
13517.0,52,1,1101.8600000000001,3
13519.0,315,1,220.46,2
13520.0,10,10,5929.63,1
13523.0,72,4,2938.93,0
13524.0,45,2,247.70000000000002,3
13525.0,121,1,282.88,2
13526.0,611,2,1182.0,2
13527.0,74,7,2884.57,0
13529.0,77,1,181.1,2
13530.0,507,1,402.98,2
13531.0,77,6,1433.07,0
13533.0,55,3,269.09,3
13534.0,6,30,5884.15,1
13535.0,275,1,89.5,2
13537.0,298,2,717.85,2
13538.0,20,9,2537.18,1
13539.0,113,6,1253.67,0
13540.0,340,3,632.39,0
13541.0,299,2,785.25,2
13542.0,249,17,3959.4900000000002,0
13543.0,507,2,1439.61,0
13544.0,113,5,627.15,0
13545.0,263,2,364.93,2
13546.0,73,3,647.41,3
13547.0,281,1,167.08,2
13548.0,116,2,504.29,2
13549.0,15,6,849.65,3
13550.0,256,1,342.55,2
13551.0,192,2,244.2,2
13552.0,52,17,5487.94,1
13553.0,547,1,499.6,2
13554.0,253,7,1629.35,0
13555.0,74,11,6383.01,1
13556.0,301,2,200.82,2
13557.0,153,12,2688.88,0
13559.0,385,2,990.0,2
13561.0,88,11,1803.4,0
13562.0,14,7,4248.58,1
13563.0,12,1,310.88,3
13564.0,17,37,16498.97,1
13565.0,207,2,284.76,2
13566.0,307,3,831.76,0
13567.0,301,4,1079.29,0
13568.0,46,1,187.05,2
13569.0,240,3,497.74,2
13570.0,116,1,239.49,2
13571.0,15,19,3082.21,1
13572.0,78,1,1384.25,3
13573.0,126,5,646.04,0
13574.0,284,1,404.45,2
13575.0,6,2,218.75,3
13576.0,11,21,8670.42,1
13577.0,21,9,2623.78,1
13578.0,282,1,147.66,2
13579.0,241,4,1072.0,0
13580.0,279,1,107.75,2
13581.0,182,2,280.53000000000003,2
13582.0,262,2,241.68,2
13583.0,28,2,1445.031,3
13584.0,179,3,385.7,2
13585.0,403,3,684.54,0
13586.0,414,1,127.28,2
13587.0,322,3,961.1,0
13588.0,9,2,604.3,3
13589.0,52,5,888.09,3
13590.0,23,16,5470.5,1
13591.0,77,6,1753.04,0
13592.0,78,3,205.51,2
13593.0,35,13,4847.46,1
13594.0,358,1,136.35000000000002,2
13595.0,389,3,784.48,0
13597.0,273,2,396.71,2
13598.0,368,4,601.92,0
13599.0,29,20,6974.96,1
13600.0,185,2,518.42,2
13601.0,83,3,839.87,0
13602.0,254,3,596.28,0
13604.0,531,1,717.62,2
13605.0,259,2,522.67,2
13606.0,116,2,246.63,2
13607.0,275,1,400.3,2
13608.0,413,1,232.05,2
13609.0,466,1,167.35,2
13610.0,18,11,1659.14,1
13611.0,43,9,2780.25,1
13612.0,505,1,818.29,2
13613.0,325,5,1039.8500000000001,0
13614.0,37,4,1526.16,3
13615.0,191,8,6272.53,0
13616.0,441,2,283.85,2
13617.0,53,6,865.68,0
13618.0,46,1,177.34,2
13619.0,417,2,224.94,2
13620.0,401,1,112.34,2
13622.0,569,1,658.95,2
13623.0,82,9,2344.49,0
13624.0,261,1,462.08,2
13625.0,469,1,301.26,2
13626.0,125,2,707.04,0
13627.0,49,5,1634.43,0
13628.0,549,1,310.14,2
13629.0,9,15,10475.86,1
13630.0,43,4,1059.54,3
13631.0,15,10,3017.92,1
13632.0,46,6,2339.14,0
13634.0,114,13,4084.02,1
13635.0,315,3,1928.13,0
13636.0,125,3,541.45,0
13637.0,60,2,678.65,3
13639.0,309,1,312.93,2
13640.0,484,1,405.0,2
13641.0,513,5,1016.47,0
13642.0,88,4,472.2,0
13643.0,58,8,1725.23,0
13646.0,272,2,326.25,2
13647.0,48,6,2197.42,0
13648.0,273,8,1764.02,0
13649.0,129,6,1453.68,0
13650.0,80,6,2197.18,0
13651.0,254,1,132.65,2
13652.0,129,4,1805.21,0
13653.0,360,1,152.2,2
13654.0,18,9,5314.94,1
13655.0,114,5,1731.19,0
13656.0,37,4,1078.85,3
13657.0,74,1,152.34,2
13658.0,76,5,4319.63,0
13659.0,78,12,4884.68,1
13660.0,272,1,306.64,2
13661.0,476,1,325.24,2
13662.0,85,10,1868.79,0
13663.0,52,5,2047.51,0
13665.0,259,3,1711.66,0
13666.0,160,4,107.3,2
13667.0,22,1,299.05,3
13668.0,9,29,11108.51,1
13669.0,22,2,243.15,3
13671.0,267,1,172.6,2
13672.0,174,3,419.92,2
13674.0,305,1,240.68,2
13675.0,24,2,486.82000000000005,3
13676.0,411,2,243.9,2
13677.0,277,2,551.24,2
13678.0,24,1,232.6,3
13679.0,366,3,281.26,2
13680.0,210,10,10092.14,0
13681.0,28,1,203.46,3
13682.0,60,1,59.5,2
13683.0,330,1,258.6,2
13684.0,158,4,594.88,0
13686.0,55,3,409.04,3
13687.0,310,1,11880.84,0
13688.0,508,1,375.5,2
13689.0,317,1,349.5,2
13691.0,268,1,212.78,2
13692.0,86,4,2497.66,0
13693.0,246,9,2011.8200000000002,0
13694.0,13,125,166804.32,1
13695.0,1,10,1469.3700000000001,1
13696.0,294,3,2020.4,0
13698.0,469,2,451.73,2
13699.0,27,2,764.15,3
13700.0,49,9,1577.65,0
13701.0,319,1,161.0,2
13702.0,318,1,135.18,2
13703.0,191,2,425.56,2
13705.0,17,6,1528.01,3
13706.0,175,2,631.1700000000001,2
13707.0,139,5,3365.86,0
13708.0,144,1,285.33,2
13709.0,41,8,2782.38,1
13710.0,296,2,329.04,2
13711.0,91,9,1792.26,0
13712.0,119,2,766.42,0
13713.0,280,3,740.76,0
13714.0,338,1,161.35,2
13715.0,153,17,8153.04,1
13716.0,142,1,138.28,2
13717.0,1,6,1274.28,3
13718.0,119,2,306.55,2
13719.0,78,8,2080.14,0
13720.0,51,3,552.55,3
13721.0,267,1,217.39999999999998,2
13722.0,4,10,5635.41,1
13723.0,89,6,1194.08,0
13724.0,510,1,213.01,2
13725.0,41,7,1865.7,0
13727.0,484,6,740.6700000000001,0
13728.0,7,14,2474.11,1
13729.0,308,3,724.73,0
13730.0,8,2,752.6,3
13731.0,92,2,610.59,2
13733.0,283,2,487.03000000000003,2
13734.0,381,4,6695.6900000000005,0
13735.0,48,11,8288.92,1
13736.0,133,6,2380.2,0
13737.0,72,1,339.6,2
13738.0,269,1,434.78000000000003,2
13739.0,400,1,75.3,2
13740.0,113,5,1582.77,0
13741.0,56,2,363.13,3
13742.0,35,10,2632.57,1
13743.0,28,3,628.92,3
13744.0,165,1,817.32,2
13745.0,34,2,777.36,3
13746.0,286,1,176.69,2
13747.0,246,2,169.8,2
13748.0,105,7,1696.95,0
13750.0,13,10,3271.55,1
13751.0,160,1,296.25,2
13752.0,27,6,1386.58,3
13753.0,160,4,2094.57,0
13754.0,24,3,447.05,3
13756.0,1,16,6024.77,1
13757.0,547,1,195.55,2
13758.0,74,13,7859.1,1
13760.0,129,4,1211.94,0
13761.0,52,5,1373.23,0
13762.0,91,5,2472.48,0
13763.0,290,2,3502.48,0
13764.0,16,5,2343.4900000000002,3
13765.0,526,1,352.821,2
13766.0,368,1,190.35,2
13767.0,24,61,25069.260000000002,1
13768.0,599,2,875.97,2
13769.0,80,15,4129.62,1
13770.0,295,4,785.37,0
13771.0,72,7,4559.22,0
13772.0,112,6,2205.81,0
13773.0,269,2,301.54,2
13775.0,463,1,1049.66,2
13776.0,300,2,623.98,2
13777.0,2,52,36021.340000000004,1
13778.0,364,3,945.79,0
13779.0,388,1,161.13,2
13780.0,43,2,488.34000000000003,3
13781.0,123,3,778.83,0
13782.0,107,9,1238.52,0
13783.0,360,4,1542.09,0
13784.0,41,10,2079.83,1
13785.0,301,4,542.49,0
13786.0,240,6,3127.9900000000002,0
13787.0,237,5,1019.86,0
13788.0,377,1,3.75,2
13789.0,261,1,239.46,2
13791.0,40,1,937.0,3
13792.0,160,2,263.0,2
13793.0,519,1,96.0,2
13794.0,419,1,126.03,2
13795.0,260,4,836.3,0
13796.0,372,1,289.7,2
13797.0,309,3,1179.45,0
13798.0,2,92,64774.0,1
13799.0,167,8,2456.41,0
13800.0,182,3,1679.56,0
13802.0,11,19,26259.11,1
13803.0,128,3,1338.91,0
13804.0,13,5,1927.84,3
13805.0,2,1,500.24,3
13807.0,239,3,422.2,2
13809.0,178,3,679.6999999999999,0
13811.0,56,3,814.5,3
13813.0,7,5,1783.75,3
13814.0,10,2,1295.74,3
13815.0,45,6,6426.13,1
13817.0,224,1,128.7,2
13818.0,302,1,61.28,2
13819.0,174,6,2642.35,0
13820.0,291,3,652.75,0
13821.0,17,6,1379.08,3
13823.0,253,5,2445.79,0
13824.0,8,11,3045.66,1
13825.0,494,2,255.59,2
13826.0,49,1,189.5,2
13827.0,6,2,300.76,3
13829.0,293,1,102.0,2
13830.0,454,1,156.85000000000002,2
13831.0,11,16,5837.94,1
13832.0,295,1,557.69,2
13833.0,32,2,700.41,3
13834.0,449,2,324.19,2
13835.0,28,5,798.04,3
13836.0,272,2,620.37,2
13837.0,84,2,266.59000000000003,2
13838.0,242,7,1245.91,0
13839.0,359,1,139.95000000000002,2
13840.0,289,1,651.4,2
13841.0,125,1,85.0,2
13842.0,28,16,4098.99,1
13843.0,253,1,319.75,2
13846.0,115,3,1106.66,0
13847.0,592,1,310.72,2
13848.0,170,7,2695.0,0
13849.0,43,4,2524.93,0
13850.0,2,1,1595.48,3
13851.0,1,7,3308.28,1
13852.0,483,1,187.35000000000002,2
13854.0,15,32,9657.88,1
13855.0,373,4,1310.3400000000001,0
13856.0,41,11,1142.03,1
13857.0,266,6,1001.01,0
13859.0,198,2,515.86,2
13861.0,302,2,273.26,2
13862.0,27,6,1800.1,3
13863.0,120,4,1239.55,0
13864.0,259,1,662.4000000000001,2
13865.0,9,3,383.34000000000003,3
13867.0,90,1,138.85,2
13869.0,135,9,6486.38,0
13870.0,7,11,4308.45,1
13871.0,7,11,5126.49,1
13872.0,400,3,919.57,0
13873.0,91,7,879.72,0
13874.0,230,7,2049.15,0
13875.0,6,13,4452.38,1
13877.0,342,2,332.44,2
13878.0,420,3,1145.33,0
13879.0,518,1,395.5,2
13880.0,18,12,2754.85,1
13881.0,14,31,33800.98,1
13883.0,91,14,5628.32,1
13884.0,150,8,1233.68,0
13885.0,62,2,506.8,3
13887.0,76,1,349.55,2
13888.0,91,6,1635.48,0
13889.0,255,5,1574.3300000000002,0
13890.0,231,5,1233.92,0
13891.0,250,3,859.21,0
13892.0,119,3,689.2,0
13893.0,170,1,821.1,2
13894.0,183,1,160.85,2
13895.0,16,4,2352.75,3
13896.0,498,1,388.55,2
13897.0,311,2,849.5600000000001,2
13898.0,198,2,686.4,2
13899.0,147,1,298.5,2
13900.0,55,6,1610.5900000000001,0
13901.0,31,13,5018.53,1
13902.0,505,5,34095.26,0
13903.0,272,1,165.45000000000002,2
13904.0,167,1,201.12,2
13905.0,605,1,312.65,2
13906.0,282,1,42.0,2
13907.0,564,1,136.8,2
13908.0,87,2,831.11,0
13909.0,295,2,282.85,2
13911.0,17,19,4091.71,1
13912.0,296,1,124.95,2
13913.0,379,1,42.22,2
13915.0,267,1,70.80000000000001,2
13916.0,336,4,1275.81,0
13917.0,64,1,65.38,2
13918.0,125,1,198.20000000000002,2
13919.0,297,2,975.87,0
13920.0,304,4,1774.68,0
13921.0,274,4,730.7,0
13922.0,224,3,865.2,0
13925.0,7,1,380.12,3
13927.0,309,1,359.27,2
13928.0,5,1,104.2,3
13929.0,42,11,3494.1,1
13930.0,9,1,210.0,3
13931.0,153,10,4398.06,0
13932.0,167,1,307.4,2
13933.0,21,1,300.99,3
13934.0,136,1,922.1,2
13935.0,469,3,6116.92,0
13936.0,52,3,939.6600000000001,3
13937.0,41,2,880.13,3
13939.0,184,5,1176.91,0
13940.0,16,1,218.62,3
13941.0,44,13,7745.4800000000005,1
13942.0,407,1,320.0,2
13943.0,450,1,246.54000000000002,2
13944.0,526,1,200.43,2
13945.0,267,2,854.1500000000001,2
13946.0,74,5,1800.63,0
13948.0,233,4,548.76,0
13950.0,119,1,179.31,2
13951.0,48,3,674.45,3
13952.0,90,14,12823.521,1
13953.0,37,9,5375.0,1
13955.0,26,3,544.0699999999999,3
13956.0,10,3,676.07,3
13957.0,290,3,458.25,2
13958.0,252,8,4709.2300000000005,0
13959.0,153,5,808.17,0
13961.0,265,1,538.4,2
13962.0,118,2,310.85,2
13963.0,181,17,2860.57,0
13964.0,260,2,438.9,2
13965.0,349,3,996.61,0
13966.0,308,1,384.26,2
13967.0,18,2,166.3,3
13968.0,296,1,123.66,2
13969.0,14,26,6846.51,1
13970.0,259,2,846.55,2
13971.0,51,10,3190.29,1
13972.0,74,1,145.9,2
13973.0,160,1,264.7,2
13974.0,454,1,264.13,2
13975.0,1,10,4261.83,1
13976.0,79,4,1192.3600000000001,0
13977.0,284,1,519.8100000000001,2
13979.0,266,6,2510.06,0
13980.0,312,4,568.68,0
13981.0,288,1,331.14,2
13982.0,36,8,3312.62,1
13983.0,59,17,5831.52,1
13984.0,122,10,1690.52,0
13985.0,29,11,4563.41,1
13987.0,252,2,682.54,2
13988.0,35,5,2533.34,3
13989.0,112,4,1656.65,0
13990.0,86,1,311.3,2
13991.0,16,1,126.35,3
13992.0,253,2,142.7,2
13993.0,18,15,5337.76,1
13994.0,20,1,288.57,3
13995.0,14,11,3227.02,1
13996.0,258,2,895.76,0
13997.0,391,3,376.46,2
13998.0,319,3,566.7,2
13999.0,8,24,7828.05,1
14000.0,83,5,2046.34,0
14001.0,105,8,3494.91,0
14002.0,6,2,529.73,3
14003.0,605,1,209.41,2
14004.0,46,6,3156.17,0
14005.0,6,3,696.56,3
14006.0,113,6,1896.57,0
14007.0,385,1,79.48,2
14008.0,305,1,509.04,2
14009.0,70,3,1099.91,0
14010.0,438,2,445.15,2
14011.0,353,2,457.82,2
14012.0,150,1,328.8,2
14013.0,18,4,885.35,3
14014.0,249,2,1443.03,0
14016.0,34,11,11403.41,1
14017.0,444,1,229.75,2
14018.0,518,1,367.15,2
14019.0,11,1,384.29,3
14020.0,349,2,606.21,2
14021.0,27,7,1716.58,3
14022.0,98,2,792.15,0
14023.0,122,1,273.14,2
14024.0,263,1,318.04,2
14025.0,337,8,4057.9,0
14026.0,343,2,713.11,2
14028.0,423,3,10396.5,0
14029.0,16,1,165.20000000000002,3
14030.0,116,17,6597.9800000000005,1
14031.0,40,37,30550.57,1
14032.0,41,11,3416.19,1
14033.0,428,1,109.44,2
14034.0,30,2,473.90999999999997,3
14035.0,140,6,2067.31,0
14036.0,157,1,626.65,2
14037.0,49,6,836.95,3
14038.0,17,4,2595.92,3
14039.0,448,1,115.08000000000001,2
14040.0,8,30,11060.6,1
14041.0,139,1,141.41,2
14042.0,598,1,431.98,2
14043.0,363,2,302.59999999999997,2
14044.0,18,8,2771.51,1
14045.0,210,15,10578.63,1
14046.0,157,1,154.99,2
14047.0,72,12,3295.42,1
14048.0,178,3,748.69,0
14049.0,31,12,10689.42,1
14051.0,14,28,14105.23,1
14052.0,263,1,241.3,2
14053.0,32,3,466.3,3
14055.0,450,2,795.3199999999999,2
14056.0,15,13,4646.89,1
14057.0,11,15,5728.09,1
14058.0,335,2,469.19,2
14059.0,139,1,183.6,2
14060.0,3,24,6553.64,1
14061.0,379,3,917.4300000000001,0
14062.0,17,20,21213.91,1
14063.0,310,9,22710.2,0
14064.0,84,13,2768.06,1
14065.0,261,3,891.02,0
14066.0,139,1,152.55,2
14068.0,192,4,1516.72,0
14069.0,387,2,225.81,2
14070.0,557,1,321.6,2
14071.0,133,2,356.81,2
14072.0,539,1,390.85,2
14074.0,496,1,219.4,2
14075.0,133,4,1100.53,0
14076.0,2,1,118.67,3
14077.0,55,4,426.06,3
14078.0,57,8,1332.01,0
14079.0,554,1,243.63,2
14080.0,286,4,1070.08,0
14081.0,174,10,4867.57,0
14082.0,237,2,413.36,2
14083.0,6,8,594.83,3
14084.0,385,1,150.5,2
14085.0,14,27,8520.32,1
14086.0,335,1,39.95,2
14087.0,277,2,638.0,2
14088.0,1,10,39052.88,1
14090.0,197,1,76.32000000000001,2
14091.0,527,2,9530.08,0
14092.0,4,19,5590.34,1
14094.0,312,1,311.77,2
14095.0,595,1,2.95,2
14097.0,354,2,422.86,2
14099.0,30,16,4607.64,1
14100.0,10,1,191.95,3
14101.0,15,12,8929.53,1
14103.0,538,1,0.0,2
14104.0,27,5,743.53,3
14105.0,111,5,5988.83,0
14106.0,610,1,214.8,2
14107.0,48,9,4010.91,1
14108.0,604,2,447.05,2
14110.0,22,25,9703.44,1
14111.0,114,1,94.2,2
14112.0,3,10,4820.26,1
14113.0,227,13,5685.6900000000005,0
14114.0,146,7,1364.09,0
14115.0,374,2,622.67,2
14117.0,16,1,90.0,3
14118.0,301,1,458.45,2
14119.0,248,2,183.37,2
14122.0,279,3,362.42,2
14123.0,606,1,436.18,2
14126.0,317,1,466.33000000000004,2
14127.0,129,5,1642.6000000000001,0
14128.0,128,2,592.25,2
14129.0,133,5,1826.38,0
14130.0,191,4,1858.77,0
14131.0,521,1,168.22,2
14132.0,1,4,1214.3400000000001,3
14133.0,2,4,911.14,3
14134.0,255,15,11123.35,1
14135.0,59,18,6590.82,1
14136.0,273,5,1570.81,0
14137.0,568,1,332.7,2
14139.0,363,3,670.98,0
14142.0,245,2,671.34,2
14143.0,6,1,115.8,3
14144.0,359,1,30.6,2
14145.0,29,6,6709.05,1
14146.0,127,9,7163.03,0
14147.0,158,8,2289.6,0
14148.0,106,2,466.29,2
14149.0,93,1,446.62,2
14150.0,232,1,306.18,2
14151.0,546,2,679.45,2
14152.0,106,6,1690.56,0
14153.0,356,1,233.39999999999998,2
14154.0,111,8,6460.7,0
14155.0,139,1,118.75,2
14156.0,4,131,276342.55,1
14157.0,158,4,822.98,0
14159.0,17,15,5390.79,1
14160.0,483,7,8421.47,0
14161.0,88,7,2996.93,0
14162.0,46,2,289.36,3
14163.0,25,4,1808.1000000000001,3
14165.0,148,1,120.44,2
14166.0,377,2,251.15,2
14167.0,37,7,1101.55,3
14168.0,293,2,370.45,2
14169.0,303,2,621.51,2
14170.0,248,3,570.18,0
14171.0,603,1,135.0,2
14172.0,478,3,369.02,2
14173.0,92,3,249.2,2
14175.0,44,7,5662.57,1
14176.0,170,5,756.46,0
14177.0,52,10,1768.36,0
14178.0,16,2,296.82,3
14180.0,11,27,5169.7,1
14181.0,283,2,308.35,2
14182.0,316,4,678.77,0
14183.0,284,2,278.34000000000003,2
14185.0,204,1,197.65,2
14186.0,300,5,1550.63,0
14187.0,346,1,123.5,2
14188.0,26,3,1090.3600000000001,3
14189.0,30,10,3326.6,1
14190.0,539,1,79.9,2
14191.0,6,7,1656.44,3
14192.0,260,1,293.74,2
14193.0,142,2,779.34,0
14194.0,10,25,11848.72,1
14195.0,74,6,2615.6,0
14197.0,283,1,390.05,2
14198.0,17,7,1225.28,3
14199.0,91,4,1091.7,0
14200.0,490,1,379.2,2
14201.0,22,8,967.34,3
14202.0,253,3,847.76,0
14203.0,270,1,339.34,2
14204.0,295,3,874.22,0
14205.0,137,8,2170.4,0
14206.0,111,3,1185.01,0
14207.0,560,1,157.8,2
14208.0,424,1,415.31,2
14209.0,13,13,4441.49,1
14210.0,70,15,5250.38,1
14211.0,80,14,3071.08,1
14212.0,318,1,1119.66,2
14213.0,277,1,1192.2,2
14214.0,29,3,899.16,3
14215.0,59,7,2558.88,0
14216.0,287,1,310.74,2
14217.0,28,15,2378.61,1
14219.0,282,2,543.89,2
14220.0,120,4,1515.0,0
14221.0,22,14,5113.7,1
14222.0,49,1,683.17,3
14223.0,30,2,656.59,3
14224.0,18,8,1692.23,1
14225.0,307,4,2031.07,0
14226.0,83,3,2462.34,0
14227.0,69,12,5417.27,1
14228.0,310,3,745.5,0
14229.0,164,6,1808.97,0
14230.0,308,3,979.8000000000001,0
14231.0,56,4,1235.6200000000001,0
14232.0,10,3,1315.73,3
14233.0,84,6,2400.65,0
14235.0,30,8,4375.99,1
14236.0,244,4,1253.78,0
14237.0,246,2,471.14,2
14238.0,199,3,434.23,2
14239.0,3,17,3297.86,1
14240.0,98,2,584.0,2
14241.0,56,2,333.7,3
14242.0,107,2,280.55,2
14243.0,13,14,6619.76,1
14244.0,533,1,366.41999999999996,2
14245.0,92,2,1693.45,0
14246.0,10,2,969.87,3
14247.0,151,5,753.56,0
14248.0,191,3,1032.95,0
14249.0,283,12,5400.461,0
14252.0,254,1,350.99,2
14253.0,366,2,363.40000000000003,2
14254.0,305,1,601.03,2
14255.0,418,1,1000.63,2
14256.0,133,5,2460.79,0
14257.0,32,7,4191.650000000001,1
14258.0,24,23,28767.68,1
14259.0,14,1,120.0,3
14260.0,344,3,824.28,0
14262.0,30,2,545.5,3
14263.0,296,1,322.93,2
14264.0,27,6,1517.3600000000001,3
14265.0,21,3,1095.22,3
14266.0,301,1,40.56,2
14267.0,35,3,1516.24,3
14268.0,343,1,354.85,2
14269.0,312,1,295.73,2
14270.0,204,1,492.65000000000003,2
14271.0,98,2,214.18,2
14272.0,127,3,614.94,0
14273.0,9,3,450.05,3
14274.0,559,1,256.6,2
14275.0,268,6,1189.3799999999999,0
14276.0,53,6,1703.34,0
14277.0,85,7,14638.64,1
14278.0,282,1,205.83,2
14279.0,393,2,191.86,2
14280.0,69,1,134.04,2
14281.0,281,1,245.15,2
14282.0,35,17,5772.9,1
14283.0,336,4,628.44,0
14284.0,526,1,704.4,2
14285.0,49,5,1380.31,0
14286.0,115,5,5901.09,0
14287.0,71,2,83.28,2
14288.0,86,1,426.6,2
14289.0,7,5,832.78,3
14290.0,234,4,2979.4700000000003,0
14291.0,45,18,6051.07,1
14292.0,18,11,6944.53,1
14293.0,20,8,2595.86,1
14294.0,279,1,375.34000000000003,2
14295.0,311,4,2196.71,0
14296.0,294,2,456.4,2
14297.0,147,1,232.6,2
14298.0,14,73,74660.15,1
14299.0,191,22,11670.57,1
14301.0,289,3,1352.04,0
14302.0,303,3,742.9000000000001,0
14303.0,280,2,277.94,2
14304.0,95,3,1725.01,0
14305.0,8,1,1044.2,3
14306.0,251,4,1058.0800000000002,0
14307.0,7,8,3600.09,1
14308.0,421,2,1147.02,0
14309.0,41,8,2738.3,1
14310.0,305,1,492.1,2
14311.0,115,2,516.45,2
14312.0,59,9,2333.29,0
14314.0,303,1,109.8,2
14315.0,2,7,2266.84,1
14316.0,294,5,1370.34,0
14318.0,333,1,158.02,2
14319.0,297,1,494.85,2
14320.0,79,5,1346.75,0
14321.0,49,4,1314.24,3
14322.0,302,4,474.1,0
14323.0,111,1,299.82,2
14324.0,282,2,701.61,2
14325.0,442,1,245.48000000000002,2
14326.0,115,3,940.98,0
14327.0,36,6,1894.93,3
14328.0,310,1,445.05,2
14329.0,37,11,7998.06,1
14330.0,496,1,200.63,2
14331.0,8,1,383.66,3
14332.0,20,3,1196.24,3
14334.0,76,9,3444.5,0
14336.0,71,3,1114.39,0
14338.0,34,3,928.1,3
14339.0,115,2,620.27,2
14340.0,91,1,134.7,2
14341.0,3,16,3424.56,1
14342.0,10,4,669.62,3
14343.0,294,4,1079.66,0
14344.0,10,19,2875.75,1
14346.0,170,4,1556.61,0
14347.0,609,1,82.60000000000001,2
14348.0,132,1,409.57,2
14350.0,147,3,972.03,0
14351.0,37,1,51.0,2
14352.0,30,4,1078.96,3
14353.0,87,3,376.5,2
14355.0,238,3,840.0500000000001,0
14358.0,261,2,400.06,2
14361.0,451,1,214.71,2
14363.0,274,2,227.47000000000003,2
14364.0,7,7,3366.25,1
14365.0,267,2,634.68,2
14366.0,397,1,136.0,2
14367.0,10,10,5419.7,1
14368.0,192,1,155.0,2
14369.0,514,2,469.13,2
14370.0,323,6,1175.78,0
14371.0,167,1,100.5,2
14372.0,315,2,860.08,2
14373.0,231,1,76.55,2
14374.0,414,1,108.0,2
14375.0,58,3,1106.82,3
14376.0,556,1,215.46,2
14377.0,64,2,617.05,3
14378.0,494,1,131.25,2
14379.0,168,3,1028.04,0
14380.0,554,1,48.96,2
14381.0,323,1,423.26,2
14382.0,262,1,578.14,2
14383.0,36,1,242.09,3
14384.0,373,1,58.5,2
14386.0,169,1,142.4,2
14388.0,27,12,4675.32,1
14389.0,63,4,1165.69,0
14390.0,17,8,3098.17,1
14391.0,449,1,135.6,2
14392.0,305,1,266.4,2
14393.0,90,1,67.95,2
14394.0,437,1,93.8,2
14395.0,50,17,6274.34,1
14396.0,244,6,1591.74,0
14397.0,11,7,582.88,3
14398.0,274,2,707.79,2
14399.0,267,8,2108.21,0
14400.0,21,3,1732.47,3
14401.0,1,16,4881.78,1
14402.0,525,1,285.6,2
14403.0,3,6,1880.51,3
